Created,Modified,Archived,Tags,Format,Characters,First line,Full note text,UUID
2026-07-25 10:53,2026-07-25 10:53,,,,170,enthalpy change of solution,"enthalpy change of solution

the energy change at constant pressure and a stated temperature for the process of dissolving 1 mol of a compound in a stated amount of water",a4328a61-027b-4dd2-a825-1c84fa5f40d6
2026-07-25 10:53,2026-07-25 10:53,,,,114,enzyme,"enzyme

A protein which acts as a biological catalyst, speeding up the rate of chemical reactions within the body.",8507c54c-b08b-4e86-8dae-a151d146f777
2026-07-25 10:53,2026-07-25 10:53,,,,125,equilibrium,"equilibrium

a reaction in whcih both reactants and products are present and are being dynamically converted into one another",92d7b6e7-ad33-4420-afb1-a3c7ecec1428
2026-07-25 10:53,2026-07-25 10:53,,,,229,First Ionization Energy,"First Ionization Energy

The energy change for the process of removing to infinity 1 mol of electrons from 1 mol of gaseous atoms to form 1 mol of gaseous unipositive ions at a stated temperature and pressureM(g) --> M+(g) + e-",ece2be1c-0a7b-432f-97ab-658a816e9397
2026-07-25 10:53,2026-07-25 10:53,,,,233,first ionization energy,"first ionization energy

The energy change for the process of removing to infinity 1 mol of electrons from 1 mol of gaseous atoms to form 1 mol of gaseous unipositive ions at a stated temperature and pressure.M(g) -->  M+(g)  +  e-",ecc0ad71-eb33-45df-bb5d-392458e72ebf
2026-07-25 10:53,2026-07-25 10:53,,,,203,First Law of Thermodynamics (a.k.a. Law of Conservation of Energy),"First Law of Thermodynamics (a.k.a. Law of Conservation of Energy)

There are several definitions possible of which one is: energy cannot be created nor destroyed, merely changed from one form to another",5800fb7a-0270-4307-8b2d-c461d889c7a8
2026-07-25 10:53,2026-07-25 10:53,,,,164,fraction,"fraction

a mixture of similar chemical compuonds, the boiling points of which fall within a particular range and which are separated during fractional distillation",eaa5e428-fa90-4902-aed4-e6f2a00e98b0
2026-07-25 10:53,2026-07-25 10:53,,,,131,fractional distillation,"fractional distillation

the separation of a mixture of liquids into components by collecting distillates at different temperatures",6ec50e12-8da2-4577-ad99-6766b35fe982
2026-07-25 10:53,2026-07-25 10:53,,,,127,functional group,"functional group

an atom or a group of atoms attached to a hydrocarbon chain which has its own characteristic set of reactions",e7430bf7-2e71-407b-9b45-2d23786a2f1a
2026-07-25 10:53,2026-07-25 10:53,,,,73,fungi,"fungi

A group of micro-organisms including yeasts, moulds and mushrooms.",6615f019-46b6-448a-bad0-53bad1a2f0bc
2026-07-25 10:53,2026-07-25 10:53,,,,150,gene,"gene

A short piece of DNA which is responsible for the inheritance of a particular characteristic. It codes for the production of a specific protein.",fe649495-634e-4680-adcf-01c43a35b314
2026-07-25 10:53,2026-07-25 10:53,,,,134,gene therapy,"gene therapy

A treatment of a disease caused by the absence or malfuntion of a gene. Gene therapy involves supplying the normal gene.",0f9dfe90-1108-4c42-ad7a-e1b717606f27
2026-07-25 10:53,2026-07-25 10:53,,,,84,genetically engineered virus,"genetically engineered virus

A virus from which all harmful parts have been removed",09e86eab-db75-446e-9f3b-a7c8ead3edc4
2026-07-25 10:53,2026-07-25 10:53,,,,169,geometrical (cis-trans) isomers,"geometrical (cis-trans) isomers

compounds with the same molecular formula but with different arrangements of the atoms in space due to non-rotation within the molecules",a2f620c9-fa91-4105-a7b3-31182abab711
2026-07-25 10:53,2026-07-25 10:53,,,,151,H2 antagonist,"H2 antagonist

A class of anti-ulcer drugs which work through the inhibition of acid production by gastric glands, by inhibition of histamine H2 sites.",ea81d3b4-04f5-4f7b-9237-8f1d2b7f4c92
2026-07-25 10:53,2026-07-25 10:53,,,,264,Hallucinogens,"Hallucinogens

Hallucinogens are drugs that alter how people experience what’s going on around them. They may hear, see and think things which are not really happening. People’s experiences vary, just as dreams can be pleasant or nightmares. LSD is a hallucinogen.",d662c42f-84d2-4ba0-bdbe-6d61bbac75a9
2026-07-25 10:53,2026-07-25 10:53,,,,6,heroin,heroin,78d5844c-a0d9-455f-baa8-a8a996a27b76
2026-07-25 10:53,2026-07-25 10:53,,,,196,Hess' Law,"Hess' Law

The enthalpy change accompanying a chemical change is independent of the route by which the chemical change takes place, all measurements being made at the same temperature and pressure",c0c7c252-698b-4a07-a530-f023f23c87c3
2026-07-25 10:53,2026-07-25 10:53,,,,134,heterolytic fission,"heterolytic fission

the breaking of a covalent bond in which the pair of electrons in the bond remains with one of the atoms involved",e9fa3ae6-1bb6-4199-81d2-3aa4f65c03cf
2026-07-25 10:53,2026-07-25 10:53,,,,233,homogeneous catalyst,"homogeneous catalyst

Is one in which it is in the same phase as the reactants: it is consumed by an early step, and regenerated in a later step of the complex mechanism; the concentration of the catalyst appears in the rate equation",62a3ac4c-057e-40e4-9073-acbe501df89b
2026-07-25 10:53,2026-07-25 10:53,,,,245,homologous series,"homologous series

a family of organic compounds which has a general formula and a characteristic functional group; the members of the series have similar chemical properties and show a gradation of physical properties with increasing molar mass",619132c2-5d1d-4634-a3fb-0c8355440689
2026-07-25 10:53,2026-07-25 10:53,,,,118,homolytic fission,"homolytic fission

the breaking of a covalent bond in which each fragment retains one of the bonding pair of electrons",5f683056-3eff-4c97-981a-38d6d19f8691
2026-07-25 10:53,2026-07-25 10:53,,,,201,hormone,"hormone

Special chemicals that are released by glands in the body. They carry messages to other parts of the body to control the body's activities, including growth, digestion and temperature control.",835edb2e-9d7f-40e3-a417-a251b2910ff5
2026-07-25 10:53,2026-07-25 10:53,,,,124,Hund's rule of maximum multiplicity,"Hund's rule of maximum multiplicity

electrons occupy degenerate orbitals so as to give the maximum number of unpaired spins",f914c637-24c2-460f-b10d-3fc48b353d0b
2026-07-25 10:53,2026-07-25 10:53,,,,191,hydrogen bond,"hydrogen bond

a bond between hydrogen and an electronegative atom (especially O, N, and F) often weaker than a covant bond - typically in the order of 25% of the strength of a covalent bond.",dc5ed26a-15a7-4a28-b88c-95f25d6cf7ca
2026-07-25 10:53,2026-07-25 10:53,,,,90,immune system,"immune system

The body system made up of cells and organs which defend against infection.",aeb264bf-10bb-41c9-813e-7d827bbf727d
2026-07-25 10:53,2026-07-25 10:53,,,,55,Immunity,"Immunity

The ability to resist or fight off a disease.",f160d78e-565c-4b00-9e96-3ced8982febc
2026-07-25 10:53,2026-07-25 10:53,,,,55,immunity,"immunity

The ability to resist or fight off a disease.",effac2a0-7360-4129-9126-b0c393e6ba6a
2026-07-25 10:53,2026-07-25 10:53,,,,238,In vitro,"In vitro

This term is given to processes that happen (within glass) in an artificial environment. In vitro fertilisation involves the fertilisation of eggs outside the body in artificial containers, and later implanting them in the body.",223171c2-59f0-4bbc-a77e-6c2d6cd4d9ef
2026-07-25 10:53,2026-07-25 10:53,,,,238,in vitro,"in vitro

This term is given to processes that happen (within glass) in an artificial environment. In vitro fertilisation involves the fertilisation of eggs outside the body in artificial containers, and later implanting them in the body.",2e84ce03-e121-4435-8306-f3c89fa70828
2026-07-25 10:53,2026-07-25 10:53,,,,71,in vivo,"in vivo

This term refers to a process happening within a living thing.",88d7e1c2-f4c9-4692-ae40-7849ab80d36e
2026-07-25 10:53,2026-07-25 10:53,,,,505,infrared spectroscopy (IR spec.),"infrared spectroscopy (IR spec.)

A technique that measures the frequencies of infrared absorbed by a substance across the IR spectrum (approximately 3x1011 to 3x1014 Hz).  The spectrum of IR absorptions can be used to assist the determination of molecular structure using the molecule's characteristic natural vibrational frequencies.  The frequency is traditionally translated to the reciprocal of the wavelenth when expressed in cm. The resulting quantity known as the 'wavenumber' is measured in cm-1.",0a1b8a8c-1bdb-4c53-9750-ec85ff6a914b
2026-07-25 10:53,2026-07-25 10:53,,,,219,insulin,"insulin

This is a hormone found in vertebrates and invertebrates. It is secreted by cells in response to high blood sugar levels, and causes the conversion of glucose to glycogen. Deficiency of insulin causes diabetes.",13f137d1-938c-4c66-8ca2-7a97fd678245
2026-07-25 10:53,2026-07-25 10:53,,,,142,isomers (general),"isomers (general)

compounds with the same molecular formula but with some different physical and sometimes some different chemical properties",9c010a21-2bc9-4174-ba3d-404580c106f6
2026-07-25 10:53,2026-07-25 10:53,,,,149,isotope,"isotope

one of two or more atoms or elements with the same proton number but different mass numbers: each isotope differs in the number of neutrons.",87f9d590-0a89-4251-8a6c-2b4ebdfa196e
2026-07-25 10:53,2026-07-25 10:53,,,,227,lattice enthalpy,"lattice enthalpy

the energy change at constant pressure and a stated temperature for the process of bringing 1 mol of gaseous component ions from infinity to their positions in the latticeExampleM+(g) +  X-(g)  --->  MX(s)",f254ce0a-2cfa-491c-b389-80d317c50d3c
2026-07-25 10:53,2026-07-25 10:53,,,,536,Le Chatelier's Principle,"Le Chatelier's Principle

Any system in stable chemical equilibrium, when subjected to the influence of an external cause which tends to change either its temperature or condensation (pressure, concentration, number of molecules in unit volume), throughout or in only some of its parts, can undergo only such internal modificatins which, if they occurred on their own, would bring about a change of temperature or of condensation of a sign contrary to that resulting from the external cause.Translated from the French of  Le Chatelier",6f108960-3c17-4ce2-bd77-6cd391664660
2026-07-25 10:53,2026-07-25 10:53,,,,122,life expectancy,"life expectancy

The age to which someone might live. This varies between countries, socio-economic groups, and centuries.",cd2db8be-9e39-49c3-8311-f3d54c00daa1
2026-07-25 10:53,2026-07-25 10:53,,,,240,ligand,"ligand

a group, charged or uncharged, or an ion which bonds by a coordinate bond to a metal cation to form a complex ion: an electron-pair (Lewis base / nucleophile) which bonds by a coordinate bond to a metal cation to form a complex ion.",cdba7f79-8bf2-4aaf-a1c9-52b72e91a0ea
2026-07-25 10:53,2026-07-25 10:53,,,,82,liposome,"liposome

tiny artificial hollow sphere made from fatty compounds like cholesterol",39ec677a-405d-4395-8aec-9d76cc1afdf7
2026-07-25 10:53,2026-07-25 10:53,,,,34,LSD (D-Lysergic acid diethylamide),LSD (D-Lysergic acid diethylamide),6ca7d92e-1afa-4f80-9f91-7515bed8cee5
2026-07-25 10:53,2026-07-25 10:53,,,,184,magnetic resonance imaging (MRI),"magnetic resonance imaging (MRI)

A special technique used to image internal structures of the body, particularly soft tissues. Images are very clear and often more useful than X-rays.",534f4a30-330f-4a91-9052-d3ff18059247
2026-07-25 10:53,2026-07-25 10:53,,,,173,Markownikoff's Rule,"Markownikoff's Rule

The negative part of the addendum adds to the less hydrogenated carbon atom.(Cave questions expecting stability of primary and secondary carbocations!)",3e97a386-cf5f-4bd8-b252-47a41de397b4
2026-07-25 10:53,2026-07-25 10:53,,,,76,microbe,"microbe

A microscopic living thing such as bacteria, fungi and protoctista.",d2b7a7eb-0a86-49d2-984a-becd16db9f20
2026-07-25 10:53,2026-07-25 10:53,,,,182,mole,"mole

The unit of amount of substance. One mole is that amount of substance which contains as many specified elementary particles are there are atoms in 0.012 Kg of the isotope 126C.",8a3820b6-27f5-4d19-a266-dc04e6ef25f9
2026-07-25 10:53,2026-07-25 10:53,,,,112,molecular formula,"molecular formula

is a multiple of the empirical formula giving the number of atoms of each type in a molecule.",21066047-ac33-43f1-8605-c912b84edaee
2026-07-25 10:53,2026-07-25 10:53,,,,77,Molecularity,"Molecularity

The number of particles participating in an elementary reaction",cf1cbd4d-cc2c-4112-8a4f-a2fac46485f5
2026-07-25 10:53,2026-07-25 10:53,,,,230,neuro-transmitter,"neuro-transmitter

A substance which acts as a messenger at synapses between neurones (the nerve cells which bring about actions/responses). Neurotransmitters are released at the ends of neurones, diffusing between adjacent cells.",139647c3-5fa8-40bb-b0b3-d3fa15041086
2026-07-25 10:53,2026-07-25 10:53,,,,223,Neurotransmitter,"Neurotransmitter

A chemical that conveys or inhibits nerve impulses between one nerve and another at a synapse in the brain. Illnesses such as depression or schizophrenia cause disturbance of the levels of these chemicals.",3d046e9a-1472-4886-916f-ce17683ef97d
2026-07-25 10:53,2026-07-25 10:53,,,,92,normal flora,"normal flora

The flora (or plant life) that grow quite normally and harmlessly on the body.",c8ff5c05-f5bd-4027-bf8e-5f6f8b4777b1
2026-07-25 10:53,2026-07-25 10:53,,,,664,nuclear magnetic resonance (NMR),"nuclear magnetic resonance (NMR)

A form of spectrometry using the precise absorption of electro magnetic radiation by a nucleus with nonzero magnetic moment in an external magnetic field.  Such nuclei have 'spin' and consequently behave as small magnets.  For hydrogen there are two possible quantum states 'spin up' and 'spin down', each with a slightly different energy.  A transition of states from spin up to spin down results in a small change of energy state and the emission of a photon in the radio band of the e-m spectrum.  This technique has been extended to the field of medicine where in magnetic resonance imaging (MRI) images of tissues are formed.",e64c8d0b-22d4-4047-8f6b-a9cc6f1d7742
2026-07-25 10:53,2026-07-25 10:53,,,,138,nucleophile,"nucleophile

molecule or ion with an unbonded pair of electrons with which it can form a new covalent bond; attracted to a positive centre",bf0deef6-45c7-4c6e-b2b5-d10aa7d27416
2026-07-25 10:53,2026-07-25 10:53,,,,5,opium,opium,7541bfec-9aab-41b5-a28e-44546f76fb2b
2026-07-25 10:53,2026-07-25 10:53,,,,135,optical isomers,"optical isomers

compounds with the same molecular formula but with different arrangements of the atoms in space due to a chiral centre",128cd42b-4e6e-459a-93ac-c6ae351ede13
2026-07-25 10:53,2026-07-25 10:53,,,,103,Order,"Order

The power to which to the concentration of a species in the experimental rate equation is raised",c95546f9-e122-4275-972f-2dac7fe81c64
2026-07-25 10:53,2026-07-25 10:53,,,,213,organ transplant,"organ transplant

An operation in which a person's damaged or diseased organ is replaced with a healthy organ from another person (donor). Kidneys, hearts, lungs and livers have all been successfully transplanted.",1087103b-dfcc-4773-8bc0-8b0685f53e12
2026-07-25 10:53,2026-07-25 10:53,,,,107,Overall Order,"Overall Order

The sum of the power to which each concentration is raised in the experimental rate equation",5c9bfa15-9d79-437c-9cef-40042639e8f3
2026-07-25 10:53,2026-07-25 10:53,,,,383,"Oxidation states, rules for assigning","Oxidation states, rules for assigning

1. Uncombined elements have an oxidation state of zeroIn compounds:-2. Fluorine has an oxidation state of -13. Oxygen has an oxidation state of -2 except in peroxides4. Hydrogen is +1 usually (but in ionic hydrides it is -1)5. The sum of the oxidation states in a compound is zero6. No oxidation state may be more than the group number.",ab021ded-a9af-4ce7-9c98-594ca752ea76
2026-07-25 10:53,2026-07-25 10:53,,,,151,Painkillers,"Painkillers

Painkillers take away pain, as the name suggests. They stop people reacting to physical pain or emotional worries. Heroin is a painkiller.",f4c07948-4aa4-43a3-939a-4e6fb3e03867
2026-07-25 10:53,2026-07-25 10:53,,,,39,pathogen,"pathogen

A disease producing organism.",2f53ae29-2f61-4330-b646-c9bef7d5a517
2026-07-25 10:53,2026-07-25 10:53,,,,137,Pauli exclusion principle,"Pauli exclusion principle

no two electrons may have the same set of four quantum numbersNo orbital can contain more than two electrons",c1033654-427c-4147-99c2-033199f0afb0
2026-07-25 10:53,2026-07-25 10:53,,,,248,penicillin,"penicillin

A well-known and commonly used antibiotic which has also been modified to produce other antibiotics. It is derived from the mould Penicillium notatum. It stops the growth of cell walls in bacteria, preventing the increase in population.",94b36233-a348-4377-93fb-6a12affe4d14
2026-07-25 10:53,2026-07-25 10:53,,,,120,Periodic Law,"Periodic Law

The physical and chemical properties of the elements are in periodic dependence upon their atomic numbers.",b0dd1f5c-f42b-4d18-890b-5abb9b0a4ffe
2026-07-25 10:53,2026-07-25 10:53,,,,326,peristalsis,"peristalsis

The wave like movement caused by two sets of antagonistic muscles in tube like structures. In the gut, circular and longitudinal muscles bring about peristalsis by alternately contracting and relaxing in turn producing a wave action along the gut. This is similar to muscular action in animals such as Earthworms.",67e4e084-87b9-4a88-97c1-8840072ff7b5
2026-07-25 10:53,2026-07-25 10:53,,,,153,pH,"pH

(source: literally 'potential of Hydrogen')pH = - log10[H3O+]/moldm-3(you need to supply units, because you can only take a logarithm of a number)",55b0e6a7-827c-4aab-91c3-a666837192e5
2026-07-25 10:53,2026-07-25 10:53,,,,138,pi bond,"pi bond

a molecular orbital consisting of regions of electron density above and below the line of centres between a pair of bonded atoms.",e1554613-d039-4a99-bf89-52b7c64f14d9
2026-07-25 10:53,2026-07-25 10:53,,,,131,proteins,"proteins

A family of long chain molecule based on carbon (and containing nitrogen and sulphur) that are part of all living things.",41adca8c-df14-4ffa-9297-cbb07d2aea8e
2026-07-25 10:53,2026-07-25 10:53,,,,173,proton,"proton

A sub-atomic elementary particle, with unit positive charge and unit mass, expressed in relative atomic mass units (The actual mass is approximately 1.66 x 10-24 g).",24f09d7e-a040-4627-9da6-cab3d01fa29f
2026-07-25 10:53,2026-07-25 10:53,,,,119,Protozoa,"Protozoa

A diverse group of single-celled microscopic living things. This group is now classed within the Protoctista.",532c53b2-8793-4dcc-8bee-69f8598ab0b8
2026-07-25 10:53,2026-07-25 10:53,,,,62,radical,"radical

an excited atom or molecule with an unpaired electron",81273e36-76a8-435c-854f-ef862f92d734
2026-07-25 10:53,2026-07-25 10:53,,,,108,radiotherapy,"radiotherapy

The treatment of disease by ionising radiation, most commonly used in the treatment of cancer.",4c31563d-0f8f-4db6-ab9a-856171868302
2026-07-25 10:53,2026-07-25 10:53,,,,169,rate constant,"rate constant

The constant of proportionality in the experimental rate equation relating the rate to the concentration of the species raised to their appropriate orders",522dd986-1bdc-4084-b0d9-a0d2c9955313
2026-07-25 10:53,2026-07-25 10:53,,,,168,reforming,"reforming

the rearrangement of the carbon chains of compounds, using elevated temperarures and pressures, and catalysts, to give molecules containing branches or rings",5c1c874d-904a-44a2-a3c0-83ade1aee7df
2026-07-25 10:53,2026-07-25 10:53,,,,120,relative atomic mass,"relative atomic mass

The ratio of the average mass per atom of an element relative to 1/12 the mass of an atom of 126C.",2b705db4-2bd8-44ef-8bf4-2eddf79f8e50
2026-07-25 10:53,2026-07-25 10:53,,,,146,relative molecular mass,"relative molecular mass

The sum of the relative atomic masses of the elements in a compound (or defined similarly to RAM: both are now obsolete).",ed84e16c-fd88-4104-a09c-a39195ba7b7f
2026-07-25 10:53,2026-07-25 10:53,,,,191,reversible reaction,"reversible reaction

a reaction which can be made to proceed either forwards or backwards under suitable conditions; a reaction in which both products and reactants are present at equilibrium",a6c11de7-ecfb-4e36-afd3-3d11c76bb8ff
2026-07-25 10:53,2026-07-25 10:53,,,,116,ribose nucleic acid (RNA),"ribose nucleic acid (RNA)

The chemical that translates the genetic code of DNA into proteins that make up the body.",42ee6397-ce84-4596-99ca-8851e83c4eda
2026-07-25 10:53,2026-07-25 10:53,,,,79,saturated hydrocarbon,"saturated hydrocarbon

a hydrocarbon containing no carbon-carbon multiple bonds",5ab2ac4d-d19e-43ca-8db9-837d467a56e1
2026-07-25 10:53,2026-07-25 10:53,,,,167,saturated solution,"saturated solution

a solution in which no more solute can dissolve without causing precipitation;  a solution in whcih the ionic product equals the solubility product",270d1e6a-1908-4915-8558-eeea1c5614c2
2026-07-25 10:53,2026-07-25 10:53,,,,354,Sedatives,"Sedatives

Sedatives are drugs that slow down the nervous system. Alcohol is a sedative. Sedatives make people feel less anxious and more relaxed. But they also slow down physical reactions, and cause sleepiness or unconsciousness. A mixture of sedatives is dangerous because vital processes like the heartbeat get slower too. Sedatives may be addictive.",43703185-00db-4cc0-8d5c-1a0e083d9a3b
2026-07-25 10:53,2026-07-25 10:53,,,,140,sigma bond,"sigma bond

a molecular orbital of low energy whose region of electron density lies along the line of centres between a pair of bonded atoms",083dbb8b-9afd-4427-8341-f12ee8684192
2026-07-25 10:53,2026-07-25 10:53,,,,327,spectrometry,"spectrometry

Techniques that measure the frequencies absorbed by a substance across a band of the e/m spectrum.  A spectrum of absorptions can be used to assist the determination of molecular structure. Different techniques use different areas of the electromagnetic spectrum (e.g. visible, UV, IR).  Also termed spectroscopy.",01e01435-827b-4a8d-8586-ae2aad9be967
2026-07-25 10:53,2026-07-25 10:53,,,,105,spores,"spores

Tiny reproductive cell produced by plants that don't have proper flowers or produce normal seeds.",b331c14b-c0f4-484b-ba65-1674095a2f60
2026-07-25 10:53,2026-07-25 10:53,,,,185,standard cell potential,"standard cell potential

is the difference between the standard electrode potentials of the right-hand and left-hand electrodes in a specified cell at a stated  temperature; = VR  -  VL",034183a1-79fb-46ba-b7e4-d2b03bb3b28f
2026-07-25 10:53,2026-07-25 10:53,,,,341,Standard Conditions,"Standard Conditions

Standard pressure is 101325 Pa.  There has been no internationally agreed standard of temperature, so this must always be stated.  Commonly it is 273.15 K or 298 K.  Definitions involving standard must include reference to the standard of pressure.  Other enthalpy change definitions follow the pattern of the two above.",ddd98456-bdf3-40af-ae56-241198b0adbf
2026-07-25 10:53,2026-07-25 10:53,,,,278,standard electrode potential,"standard electrode potential

is the value of the standard emf of a cell in which molecular hydrogen is oxidised to solvated protons at the left hand electrode at a stated temperature [Note: standard conditions as above, with concentration of solvated protons being 1 moldm-3]",09ed3a82-389e-45bd-8f46-f17812b9ec82
2026-07-25 10:53,2026-07-25 10:53,,,,227,Standard Enthalpy Change of Formation,"Standard Enthalpy Change of Formation

The energy change at constant pressure for the formation of 1 mol of a compound from its constituent elements in their standard states (stable forms at 101 325 Pa and a stated temperature)",dc6d212d-4a93-47b1-b292-1abfd7963f92
2026-07-25 10:53,2026-07-25 10:53,,,,82,stereochemical formula,"stereochemical formula

shows the distribution in space of the atoms of a molecule",41497ebe-05c2-4710-b40f-4b6c94c1f5cc
2026-07-25 10:53,2026-07-25 10:53,,,,112,stereoisomers,"stereoisomers

compounds with the same structural formula but with a different arrangement of the atoms in space",7092be59-c28f-412f-b811-8008d90def7e
2026-07-25 10:53,2026-07-25 10:53,,,,253,Stimulants,"Stimulants

Stimulants are drugs that speed up the body’s reactions, making people feel more alert and less tired. Caffeine is a stimulant. But taken in high doses stimulants cause nervous anxiety and paranoia (being convinced the world is against you).",9161fa4c-dca9-4d21-9c68-34a7b66d7096
2026-07-25 10:53,2026-07-25 10:53,,,,147,structural formula,"structural formula

shows the sequence in which the atoms in a molecule are linked; it may be written as a linear formula or as a displayed formula",8dc9d2c4-a97c-40c0-9ed8-418936564bcc
2026-07-25 10:53,2026-07-25 10:53,,,,100,structural isomers,"structural isomers

compounds with the same molecular formula but with different structural formulae",784c04a1-ce0a-42d4-a754-db4da0a8faff
2026-07-25 10:53,2026-07-25 10:53,,,,85,substitution,"substitution

a reaction in which one atom or group of atoms is exchanged for another",46871d4c-1c7a-4f24-a94a-99eb67305208
2026-07-25 10:53,2026-07-25 10:53,,,,117,substitution reaction,"substitution reaction

a reaction in which one atom or group of atoms is exchanged for another atom or group of atoms",22993333-8ba9-40fa-87e3-42bce6771521
2026-07-25 10:53,2026-07-25 10:53,,,,135,surgery,"surgery

Any treatment that involves some sort of physical intervention - either rejoining broken bones or cutting out diseased tissue.",8527645b-5db3-46e1-97fe-704332fb61bf
2026-07-25 10:53,2026-07-25 10:53,,,,66,synapse,"synapse

A connection between excitable cells such as nerve cells.",d7bb0b5a-efef-48e2-b38b-26ad2b5e7b83
2026-07-25 10:53,2026-07-25 10:53,,,,111,transition element,"transition element

a d-block element forming one or more stable ions which have incompletely filled d-orbitals",ac8a0818-c65e-438d-a5b2-00ab6d61038e
2026-07-25 10:53,2026-07-25 10:53,,,,118,trepanning,"trepanning

An ancient example of surgery where a hole was drilled into the skull, supposedly to let out evil spirits.",2f39dc2e-17bb-467e-9304-ad55538c7ae6
2026-07-25 10:53,2026-07-25 10:53,,,,161,ultrasound,"ultrasound

An imaging technique which uses high frequency sound waves. This is believed to be non-damaging and is used to view the developing fetus in the womb.",7d85d8ed-b60f-4562-91d2-f95b2b9cb13b
2026-07-25 10:53,2026-07-25 10:53,,,,348,ultraviolet-visible spectroscopy,"ultraviolet-visible spectroscopy

A technique that measures the frequencies of UV and visible light absorbed by a substance across the UV-vis spectrum (approximately 3x1014 to 3x1016 Hz).  The spectrum of absorptions can be used to assist the determination of molecular structure using the molecule's characteristic natural vibrational frequencies.",49b80d7f-1d12-4337-9fa3-813d0fc20688
2026-07-25 10:53,2026-07-25 10:53,,,,90,unsaturated hyrdocarbon,"unsaturated hyrdocarbon

a hydrocarbon containing one or more carbon-carbon multiple bonds",db2ba2f4-4556-4e47-a341-544c9f21bf46
2026-07-25 10:53,2026-07-25 10:53,,,,179,vaccine,"vaccine

A preparation of micro-organisms which are dead or made harmless, which is given to an animal to bring about the immune response and give protection from future infection",bd9bf666-fb5b-43db-9316-a69a30ff17cc
2026-07-25 10:53,2026-07-25 10:53,,,,267,virus,"virus

A tiny microbe, measuring only 0.00002 to 0.00003 mm, that can cause infections, eg flu, warts, measles. A virus is not a complete cell but consists only of a protein coat surrounding genetic material. Viruses multiply inside other cells, usually killing them.",413d1629-fb20-443a-8d9d-71aa75c94075
2026-07-25 10:53,2026-07-25 10:53,,,,297,X-ray,"X-ray

X-rays are part of the electromagnetic spectrum with a much shorter wavelength than light. They travel through the body's tissues. However, they are absorbed differently by different tissues and bones. So they leave a shadow on photographic film that shows internal growths or broken bones.",e49490ec-9235-4f27-9702-652b0a7e7bee
